"art_codigo","art_nombre","art_subgrupo","art_empresa","art_medida","art_tarifa","art_descripcion","art_tipoarticulo","art_tipodestino","art_tarifa_consumo","art_referencia","art_econ_codigo","art_estado","art_gravado","art_img_nombre","art_img_ubicacion","gru_id","tip_id","art_tienetarifacondicionada","art_nrouvt_tarifacondicion","art_tarifacondicionada","econ_id","tir_codigo","art_dia_sin_iva","artdpto_id","art_peso","art_tarifa_consumo_esp","art_tarcons_mayorvlriva","art_flete"
"7",Azucar X 50 Kg,1855,"901418981",g,IVA5,"",Articulo,MERCANCIA,"","7","",Activo,true,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"25",Salero Refisal Alta Pureza X 130 Gr,2001,"901418981",UND,,"",Articulo,MERCANCIA,"","7703812004862","",Activo,false,"","",1587,568,false,,,3639,NOAPLICA,false,,,,false,
"136",Arroz Pilon Bulto X 45 Kg,1855,"901418981",g,,"",Articulo,MERCANCIA,"","136","",Activo,false,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"152",Pan Blanco Actileche Sandwich Bimbox470G,2057,"901418981",UND,,"",Articulo,MERCANCIA,"","7705326075758","",Activo,false,"","",1585,547,false,,,3639,NOAPLICA,false,,,,false,
"153",Pan De Sandwich Lalo X 380 Gr,2057,"901418981",UND,,"",Articulo,MERCANCIA,"","7705326091628","",Activo,false,"","",1585,547,false,,,3639,NOAPLICA,false,,,,false,
"205",Stayfree Toallas Femenina Paq X 42 Unid,1924,"901418981",UND,,"",Articulo,MERCANCIA,"","702031580010","",Activo,false,"","",1576,563,false,,,3636,NOAPLICA,false,,,,false,
"226",Guantes Zeux Domesticos Talla 9-9 1/2,2008,"901418981",UND,,"",Articulo,MERCANCIA,"","7703562003023","",Activo,false,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"233",Crema De Leche Parmalat Bolsa X1.1Litros,2071,"901418981",UND,,"",Articulo,MERCANCIA,"","7700604045348","",Activo,false,"","",1586,547,false,,,3641,NOAPLICA,false,,,,false,
"234",Crema De Leche Alpina Bolsa  X 1.1 Litro,2071,"901418981",UND,,"",Articulo,MERCANCIA,"","7702001072064","",Activo,false,"","",1586,547,false,,,3641,NOAPLICA,false,,,,false,
"236",Leche Entera Montefrio X 900 Ml,1938,"901418981",UND,,"",Articulo,MERCANCIA,"","7702129006200","",Activo,false,"","",1577,563,false,,,3639,NOAPLICA,false,,,,false,
"238",Leche Entera Codelac X 1100 Ml,1938,"901418981",UND,,"",Articulo,MERCANCIA,"","7707363590065","",Activo,false,"","",1577,563,false,,,3639,NOAPLICA,false,,,,false,
"248",Arequipe La Vakanisima X 500 Gr X 36 Und,2071,"901418981",UND,,"",Articulo,MERCANCIA,"","7707268638114","",Activo,false,"","",1586,547,false,,,3639,NOAPLICA,false,,,,false,
"249",Arequipe Vakanisima X 1000 Gr X 20 Und,2071,"901418981",UND,,"",Articulo,MERCANCIA,"","7707268631863","",Activo,false,"","",1586,547,false,,,3639,NOAPLICA,false,,,,false,
"250",Arequipe La Vakanisima X 4000 Gr X 5 Und,2071,"901418981",UND,,"",Articulo,MERCANCIA,"","7707268631948","",Activo,false,"","",1586,547,false,,,3639,NOAPLICA,false,,,,false,
"251",Leche Condensada Vakanisima X500Grx36Ud,2071,"901418981",UND,,"",Articulo,MERCANCIA,"","7707268632150","",Activo,false,"","",1586,547,false,,,3641,NOAPLICA,false,,,,false,
"252",Leche Condensada Vakanisima X1000Grx20Ud,2071,"901418981",UND,,"",Articulo,MERCANCIA,"","7707268632167","",Activo,false,"","",1586,547,false,,,3641,NOAPLICA,false,,,,false,
"253",Leche Condensada Vakanisimax2500Grx8Ud,2071,"901418981",UND,,"",Articulo,MERCANCIA,"","7707268632198","",Activo,false,"","",1586,547,false,,,3641,NOAPLICA,false,,,,false,
"254",Leche Condensada Vakanisima X4000Grxud,2071,"901418981",UND,,"",Articulo,MERCANCIA,"","7707268632204","",Activo,false,"","",1586,547,false,,,3641,NOAPLICA,false,,,,false,
"262",Dulce De Leche Manga Del Corral X 1 Kg C,2071,"901418981",UND,,"",Articulo,MERCANCIA,"","7709022126226","",Activo,false,"","",1586,547,false,,,3639,NOAPLICA,false,,,,false,
"273",Bocadillo De Guayaba El Ruiseñor X 480Gr,2071,"901418981",UND,,"",Articulo,MERCANCIA,"","7709990825626","",Activo,false,"","",1586,547,false,,,3639,NOAPLICA,false,,,,false,
"276",Crema De Leche Parmalat Bolsa X 200 Ml,2071,"901418981",UND,,"",Articulo,MERCANCIA,"","7700604043719","",Activo,false,"","",1586,547,false,,,3641,NOAPLICA,false,,,,false,
"315",Stayfree Toallas Femenina S/A Paq X 12Ud,1924,"901418981",UND,,"",Articulo,MERCANCIA,"","7702031800699","",Activo,false,"","",1576,563,false,,,3636,NOAPLICA,false,,,,false,
"318",Carefree Protectores Diario X Unid,1924,"901418981",UND,,"",Articulo,MERCANCIA,"","7702031503118","",Activo,false,"","",1576,563,false,,,3636,NOAPLICA,false,,,,false,
"326",Suero Sinu Codelac X 400 Gr,1855,"901418981",UND,,"",Articulo,MERCANCIA,"","7707363590133","",Activo,false,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"327",Suero Sinu Codelac X 200 Gr,1855,"901418981",UND,,"",Articulo,MERCANCIA,"","7707363590119","",Activo,false,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"330",Jamon De Res Lonchera Avileña X 450 Gr,2120,"901418981",UND,,"",Articulo,MERCANCIA,"","7709990296884","",Activo,false,"","",1578,566,false,,,3639,NOAPLICA,false,,,,false,
"356",Agua El Otoño Bolsa X 250 Ml,1938,"901418981",UND,,"",Articulo,MERCANCIA,"","356","",Activo,false,"","",1577,563,false,,,3639,NOAPLICA,false,,,,false,
"396",Agua El Otoño Bolsa X 2200 Ml,1938,"901418981",UND,,"",Articulo,MERCANCIA,"","396","",Activo,false,"","",1577,563,false,,,3639,NOAPLICA,false,,,,false,
"379",Bolsa De 20 Kg X Paq,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","379","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"397",Panela Coquito La Abejita X 830 Gr,1855,"901418981",UND,,"",Articulo,MERCANCIA,"","397","",Activo,false,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"398",Panela Campamento  2 X 835 Gr,1855,"901418981",UND,,"",Articulo,MERCANCIA,"","7709261928247","",Activo,false,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"399",Panela Pequeña X 65 Gr,1855,"901418981",UND,,"",Articulo,MERCANCIA,"","399","",Activo,false,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"401",Leche Deslactosada Codelac  X 1100 Ml,1938,"901418981",UND,,"",Articulo,MERCANCIA,"","7707363590553","",Activo,false,"","",1577,563,false,,,3639,NOAPLICA,false,,,,false,
"457",Cernido De Guayaba Flower X 12 Kg,2057,"901418981",g,,"",Articulo,MERCANCIA,"","7709990296303","",Activo,false,"","",1585,547,false,,,3639,NOAPLICA,false,,,,false,
"458",Dulce De Leche Delimanjar Caja X 12 Kg,2071,"901418981",g,,"",Articulo,MERCANCIA,"","458","",Activo,false,"","",1586,547,false,,,3639,NOAPLICA,false,,,,false,
"490",Cremosino Queso Para Huntar X 200 Gr,1938,"901418981",UND,,"",Articulo,MERCANCIA,"","7702001011308","",Activo,false,"","",1577,563,false,,,3639,NOAPLICA,false,,,,false,
"491",Cremosino Queso Para Huntar X 380 Gr,1938,"901418981",UND,,"",Articulo,MERCANCIA,"","7702001011315","",Activo,false,"","",1577,563,false,,,3639,NOAPLICA,false,,,,false,
"531",Vaso Heladero Pequeno X 12,2008,"901418981",UND,,"",Articulo,MERCANCIA,"","531","",Activo,false,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"536",Huevos X Unid,1855,"901418981",UND,,"",Articulo,MERCANCIA,"","536","",Activo,false,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"606",Cebolla Morada X Libra,1855,"901418981",g,,"",Articulo,MERCANCIA,"","606","",Activo,false,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"607",Ajo X Libra,1855,"901418981",g,,"",Articulo,MERCANCIA,"","607","",Activo,false,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"609",Frijol Cargamanto X Libra,1855,"901418981",g,,"",Articulo,MERCANCIA,"","609","",Activo,false,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"655",Blancox Limpia Pisos Energizante X 450Ml,1896,"901418981",UND,,"",Articulo,MERCANCIA,"","7703812006767","",Activo,false,"","",1575,563,false,,,3639,NOAPLICA,false,,,,false,
"668",Stayfree Toallas Con Alas X 12 Und,1924,"901418981",UND,,"",Articulo,MERCANCIA,"","7702031800682","",Activo,false,"","",1576,563,false,,,3636,NOAPLICA,false,,,,false,
"669",Carefree Protectores X 15 Unid,1924,"901418981",UND,,"",Articulo,MERCANCIA,"","7702031501398","",Activo,false,"","",1576,563,false,,,3636,NOAPLICA,false,,,,false,
"670",Kotex Toallas Normal Paq X 10 Ud,1924,"901418981",UND,,"",Articulo,MERCANCIA,"","7702425800779","",Activo,false,"","",1576,563,false,,,3636,NOAPLICA,false,,,,false,
"684",Huggies Toallitas 1 Paq X 48 Unid,1924,"901418981",UND,,"",Articulo,MERCANCIA,"","7896018700628","",Activo,false,"","",1576,563,false,,,3636,NOAPLICA,false,,,,false,
"747",Tostadas Bimbo Paq X 10 Unid X 150 Gr,1855,"901418981",UND,,"",Articulo,MERCANCIA,"","7705326016249","",Activo,false,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"773",Refisal X 500Gr,1855,"901418981",UND,,"",Articulo,MERCANCIA,"","7703812101103","",Activo,false,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"774",Dona Blanca Sal X454Gr,1855,"901418981",UND,,"",Articulo,MERCANCIA,"","7703812000208","",Activo,false,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"792",Chocolate Casero,1938,"901418981",UND,,"",Articulo,MERCANCIA,"","792","",Activo,false,"","",1577,563,false,,,3639,NOAPLICA,false,,,,false,
"816",Dolex Forte X48 Tableta,1924,"901418981",UND,,"",Articulo,MERCANCIA,"","7703363005547","",Activo,false,"","",1576,563,false,,,3636,NOAPLICA,false,,,,false,
"848",Dolex Gripa X100 Tabletas,1924,"901418981",UND,,"",Articulo,MERCANCIA,"","7451079001529","",Activo,false,"","",1576,563,false,,,3636,NOAPLICA,false,,,,false,
"881",Bocadillo De Guayaba El Ruiseñor X 260Gr,2071,"901418981",UND,,"",Articulo,MERCANCIA,"","7709990018707","",Activo,false,"","",1586,547,false,,,3639,NOAPLICA,false,,,,false,
"889",Crema De Leche Colanta X 200 Ml,2071,"901418981",UND,,"",Articulo,MERCANCIA,"","7702129035279","",Activo,false,"","",1586,547,false,,,3641,NOAPLICA,false,,,,false,
"892",Piña En Trozos Express X 1000 Gr,2057,"901418981",UND,,"",Articulo,MERCANCIA,"","7707303510818","",Activo,false,"","",1585,547,false,,,3641,NOAPLICA,false,,,,false,
"921",Rodillo De Madera Pequeno X Unid,2001,"901418981",UND,,"",Articulo,MERCANCIA,"","921","",Activo,false,"","",1587,568,false,,,3637,NOAPLICA,false,,,,false,
"975",Agua Cristal X 1 Litro,1938,"901418981",UND,,"",Articulo,MERCANCIA,"","7702090041859","",Activo,false,"","",1577,563,false,,,3639,NOAPLICA,false,,,,false,
"983",Crema De Leche Colanta X 900 Ml,2071,"901418981",UND,,"",Articulo,MERCANCIA,"","7702129035446","",Activo,false,"","",1586,547,false,,,3641,NOAPLICA,false,,,,false,
"1006",Almidon Agrio X 12 Kg,1855,"901418981",g,,"",Articulo,MERCANCIA,"","1006","",Activo,false,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"1009",Maiz Trillado Amarillo X 50 Kg,1855,"901418981",g,,"",Articulo,MERCANCIA,"","1009","",Activo,false,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"1010",Maiz Concha Criollo X 50 Kg,1855,"901418981",g,,"",Articulo,MERCANCIA,"","1010","",Activo,false,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"1012",Arequipe El Corral Tapa Verde X 5 Kg,2071,"901418981",UND,,"",Articulo,MERCANCIA,"","1012","",Activo,false,"","",1586,547,false,,,3639,NOAPLICA,false,,,,false,
"1034",Guantes Zeux Domesticos Talla 8-8 1/2,2008,"901418981",UND,,"",Articulo,MERCANCIA,"","7703562003016","",Activo,false,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"1035",Guantes Zeux Domesticos Talla 7-7 1/2,2008,"901418981",UND,,"",Articulo,MERCANCIA,"","7703562003009","",Activo,false,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"1045",Dulce De Leche Frutirrey X 12 Kg,2071,"901418981",g,,"",Articulo,MERCANCIA,"","1045","",Activo,false,"","",1586,547,false,,,3641,NOAPLICA,false,,,,false,
"1059",Polvo Para Hornear Carolesen X 30 Kg,2057,"901418981",g,IVA19,"",Articulo,MERCANCIA,"","1059","",Activo,true,"","",1585,547,false,,,3641,NOAPLICA,false,,,,false,
"1096",Almidon Dulce X 50 Kg,2057,"901418981",g,,"",Articulo,MERCANCIA,"","1096","",Activo,false,"","",1585,547,false,,,3641,NOAPLICA,false,,,,false,
"1116",Trigo Nacional  X Gr,2057,"901418981",g,,"",Articulo,MERCANCIA,"","1116","",Activo,false,"","",1585,547,false,,,3641,NOAPLICA,false,,,,false,
"1138",Vaso Espumado 16 Oz Con Tapa Rigida X 20,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702458035056","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"1160",Crema De Leche Alqueria X 900 Ml,2071,"901418981",UND,,"",Articulo,MERCANCIA,"","7702177009123","",Activo,false,"","",1586,547,false,,,3641,NOAPLICA,false,,,,false,
"1254",Lenteja A Granel X 50 Kg,1855,"901418981",g,,"",Articulo,MERCANCIA,"","1254","",Activo,false,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"1261",Manzana Postobon X 1 L,1938,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702090036923","",Activo,true,"","",1577,563,false,,,3639,NOAPLICA,false,,,,false,
"1264",Toallitas Humedas Arrurru Paq X 100 Unid,2008,"901418981",UND,,"",Articulo,MERCANCIA,"","7702277152323","",Activo,false,"","",1579,564,false,,,3636,NOAPLICA,false,,,,false,
"1393",Maiz Trillado Blanco X 50Kg,1855,"901418981",g,,"",Articulo,MERCANCIA,"","1393","",Activo,false,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"1425",Agua Cristalina X 300 Ml,1938,"901418981",UND,,"",Articulo,MERCANCIA,"","7702090051704","",Activo,false,"","",1577,563,false,,,3639,NOAPLICA,false,,,,false,
"1431",Cava Kangupor X 80 L,2008,"901418981",UND,,"",Articulo,MERCANCIA,"","1431","",Activo,false,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"1432",Cava Kangupor X 40 L,2008,"901418981",UND,,"",Articulo,MERCANCIA,"","1432","",Activo,false,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"1433",Cava Kangupor X 26 L,2008,"901418981",UND,,"",Articulo,MERCANCIA,"","1433","",Activo,false,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"1434",Cava Kangupor X 15 L,2008,"901418981",UND,,"",Articulo,MERCANCIA,"","1434","",Activo,false,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"1435",Cava Kangupor X 8 L,2008,"901418981",UND,,"",Articulo,MERCANCIA,"","1435","",Activo,false,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"1437",Cava Kangupor X 1.5 L,2008,"901418981",UND,,"",Articulo,MERCANCIA,"","1437","",Activo,false,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"1477",Bocadill Bloque Guayaba Frutirre X6250Gr,2071,"901418981",UND,,"",Articulo,MERCANCIA,"","1477","",Activo,false,"","",1586,547,false,,,3639,NOAPLICA,false,,,,false,
"1508",Queso Crema Colanta X 400 Gr,1855,"901418981",UND,,"",Articulo,MERCANCIA,"","7702129025157","",Activo,false,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"1510",PECHUGA X KG,1855,"901418981",g,,"",Articulo,MERCANCIA,"","1510","",Activo,false,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"1511",PERNIL DE POLLO X KG,1855,"901418981",g,,"",Articulo,MERCANCIA,"","1511","",Activo,false,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"1556",Queso Costeño X Gr,1855,"901418981",g,,"",Articulo,MERCANCIA,"","1556","",Activo,false,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"1564",Brillo Chino Dragon X Und,1966,"901418981",UND,,"",Articulo,MERCANCIA,"","5904543091493","",Activo,false,"","",1582,563,false,,,3637,NOAPLICA,false,,,,false,
"1572",Tostadas Integrales Bimbo X 150 Gr,1855,"901418981",UND,,"",Articulo,MERCANCIA,"","7705326020642","",Activo,false,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"1615",Crema De Leche Cremax X 200 Ml,2071,"901418981",UND,,"",Articulo,MERCANCIA,"","7702477112639","",Activo,false,"","",1586,547,false,,,3641,NOAPLICA,false,,,,false,
"1620",Queso Mozzarella X 2500 Gr,1855,"901418981",UND,,"",Articulo,MERCANCIA,"","1620","",Activo,false,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"1621",Queso Mozzarella Tajado X Libra,1855,"901418981",UND,,"",Articulo,MERCANCIA,"","1621","",Activo,false,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"1628",Uvas Pasas X 10 Kg,2057,"901418981",g,,"",Articulo,MERCANCIA,"","1628","",Activo,false,"","",1585,547,false,,,3641,NOAPLICA,false,,,,false,
"1645",Pechuga De Pollo X Gr,1855,"901418981",g,,"",Articulo,MERCANCIA,"","1645","",Activo,false,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"1646",Nuez Moscada X Gr,2071,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","1646","",Activo,true,"","",1586,547,false,,,3639,NOAPLICA,false,,,,false,
"1659",Agua Con Gas Cristal X 300 Ml,1938,"901418981",UND,,"",Articulo,MERCANCIA,"","7702090050868","",Activo,false,"","",1577,563,false,,,3639,NOAPLICA,false,,,,false,
"1666",Alpiste X 50 Kg,1855,"901418981",g,,"",Articulo,MERCANCIA,"","1666","",Activo,false,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"1684",Amarra Todo X Paq,1966,"901418981",UND,,"",Articulo,MERCANCIA,"","1684","",Activo,false,"","",1582,563,false,,,3639,NOAPLICA,false,,,,false,
"1725",Cernido De Guayaba Frutirrey X 12 Kg,2057,"901418981",g,,"",Articulo,MERCANCIA,"","1725","",Activo,false,"","",1585,547,false,,,3641,NOAPLICA,false,,,,false,
"1727",Arroz Diana X 500 Gr,1855,"901418981",UND,,"",Articulo,MERCANCIA,"","7702511000014","",Activo,false,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"1775",Pollo Entero X Kg,1855,"901418981",g,,"",Articulo,MERCANCIA,"","1775","",Activo,false,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"1885",Mani Triturado Del Nogal X Gr,2071,"901418981",g,,"",Articulo,MERCANCIA,"","1885","",Activo,false,"","",1586,547,false,,,3641,NOAPLICA,false,,,,false,
"1978",Crema De Leche Parmalat Tetra X 200 Ml,2071,"901418981",UND,,"",Articulo,MERCANCIA,"","7700604019851","",Activo,false,"","",1586,547,false,,,3641,NOAPLICA,false,,,,false,
"2042",Soda Pool X 400 Ml,1938,"901418981",UND,,"",Articulo,MERCANCIA,"","7709004927773","",Activo,false,"","",1577,563,false,,,3639,NOAPLICA,false,,,,false,
"2059",Manguera Avileña X 3000 Gr,2120,"901418981",UND,,"",Articulo,MERCANCIA,"","2059","",Activo,false,"","",1578,566,false,,,3639,NOAPLICA,false,,,,false,
"2108",Salero Refisal X 120 Gr,2008,"901418981",UND,,"",Articulo,MERCANCIA,"","7703812401418","",Activo,false,"","",1579,564,false,,,3639,NOAPLICA,false,,,,false,
"2117",Agua Con Gas Pool X 300 Ml,1938,"901418981",UND,,"",Articulo,MERCANCIA,"","7708984708778","",Activo,false,"","",1577,563,false,,,3639,NOAPLICA,false,,,,false,
"2128",Cava Ic 18 Lt P.Azul Fabripor X Und,2008,"901418981",UND,,"",Articulo,MERCANCIA,"","2128","",Activo,false,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"2129",Cava Ic 26 Lt P.Azul Fabripor X Und,2008,"901418981",UND,,"",Articulo,MERCANCIA,"","2129","",Activo,false,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"2131",Cava Ic 42 Lt P.Azul,2008,"901418981",UND,,"",Articulo,MERCANCIA,"","2131","",Activo,false,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"2140",Leche Superlitro Parmalat X 1100 Ml,1938,"901418981",UND,,"",Articulo,MERCANCIA,"","7700604051806","",Activo,false,"","",1577,563,false,,,3639,NOAPLICA,false,,,,false,
"2181",Cava Fabripor X 10 L,2008,"901418981",UND,,"",Articulo,MERCANCIA,"","2181","",Activo,false,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"2222",Maiz Pira Crispeta X 25 Kg,1855,"901418981",g,,"",Articulo,MERCANCIA,"","2222","",Activo,false,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"2230",Cava Icopor X 2.5 L,2008,"901418981",UND,,"",Articulo,MERCANCIA,"","2230","",Activo,false,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"2249",Arequipe El Corral Tapa Roja X 5 Kg,2071,"901418981",UND,,"",Articulo,MERCANCIA,"","2249","",Activo,false,"","",1586,547,false,,,3639,NOAPLICA,false,,,,false,
"2271",Agua Cristalina X 600 Ml,1938,"901418981",UND,,"",Articulo,MERCANCIA,"","7702090042269","",Activo,false,"","",1577,563,false,,,3639,NOAPLICA,false,,,,false,
"2349",Crema De Leche Alqueria X 450 Gr,2071,"901418981",UND,,"",Articulo,MERCANCIA,"","7702177020029","",Activo,false,"","",1586,547,false,,,3641,NOAPLICA,false,,,,false,
"2375",Frijol Zaragoza X Libra,1855,"901418981",UND,,"",Articulo,MERCANCIA,"","2375","",Activo,false,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"2447",Casabe X Unid,1855,"901418981",UND,,"",Articulo,MERCANCIA,"","2447","",Activo,false,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"2455",Piña En Trozos Express X 3400 Gr,2057,"901418981",UND,,"",Articulo,MERCANCIA,"","7707303510801","",Activo,false,"","",1585,547,false,,,3641,NOAPLICA,false,,,,false,
"2456",Brevas En Almibar Express X 4000 Gr,2057,"901418981",UND,,"",Articulo,MERCANCIA,"","7707303510856","",Activo,false,"","",1585,547,false,,,3639,NOAPLICA,false,,,,false,
"2476",Alcohol Antiseptico Jgb  X 300 Ml,1896,"901418981",UND,,"",Articulo,MERCANCIA,"","7702560040313","",Activo,false,"","",1575,563,false,,,3636,NOAPLICA,false,,,,false,
"2493",Crema De Leche Alqueria X 200 Gr,2071,"901418981",UND,,"",Articulo,MERCANCIA,"","7702177003572","",Activo,false,"","",1586,547,false,,,3641,NOAPLICA,false,,,,false,
"2557",Agua Pool Sin Gas 600 Ml,1938,"901418981",UND,,"",Articulo,MERCANCIA,"","7708984708709","",Activo,false,"","",1577,563,false,,,3639,NOAPLICA,false,,,,false,
"2562",Toallitas Humedas Arrurru X 10 Unid,2008,"901418981",UND,,"",Articulo,MERCANCIA,"","7702277152309","",Activo,false,"","",1579,564,false,,,3636,NOAPLICA,false,,,,false,
"2581",Coco Desh Cabello Angel Tropicocox1000Gr,2057,"901418981",g,,"",Articulo,MERCANCIA,"","7707338560123","",Activo,false,"","",1585,547,false,,,3641,NOAPLICA,false,,,,false,
"2582",Coco Desh Azucarado Tropicoco X 1000 Gr,2057,"901418981",g,,"",Articulo,MERCANCIA,"","2582","",Activo,false,"","",1585,547,false,,,3641,NOAPLICA,false,,,,false,
"2618",Alcohol Antiseptico Jgb  X 3800 Ml,1896,"901418981",UND,,"",Articulo,MERCANCIA,"","7702560008856","",Activo,false,"","",1575,563,false,,,3636,NOAPLICA,false,,,,false,
"2649",Cava Ic 20 Lt P.Azul Fabripor X Und,2008,"901418981",UND,,"",Articulo,MERCANCIA,"","2649","",Activo,false,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"2650",Cava Ic 42 Lt Super K X Und,2008,"901418981",UND,,"",Articulo,MERCANCIA,"","2650","",Activo,false,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"2666",Dolex Adulto  Gsk X 100 Tabletas,1924,"901418981",UND,,"",Articulo,MERCANCIA,"","7703363005554","",Activo,false,"","",1576,563,false,,,3636,NOAPLICA,false,,,,false,
"2671",Pan Blanco Sandwich Bimbo Familiarx600Gr,2057,"901418981",UND,,"",Articulo,MERCANCIA,"","7705326074454","",Activo,false,"","",1585,547,false,,,3639,NOAPLICA,false,,,,false,
"2689",Sal Cristal X 400 Gr X 25 Und,1855,"901418981",UND,,"",Articulo,MERCANCIA,"","7707226410165","",Activo,false,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"2730",Jeringa Metalizada Azul 5 Piesas,1896,"901418981",UND,,"",Articulo,MERCANCIA,"","6831300358386","",Activo,false,"","",1575,563,false,,,3637,NOAPLICA,false,,,,false,
"2754",Brevas En Almibar Express X 1000 Gr,2057,"901418981",UND,,"",Articulo,MERCANCIA,"","7707303510870","",Activo,false,"","",1585,547,false,,,3639,NOAPLICA,false,,,,false,
"2755",Piña Natural Express X 1000 Gr,2057,"901418981",UND,,"",Articulo,MERCANCIA,"","2755","",Activo,false,"","",1585,547,false,,,3641,NOAPLICA,false,,,,false,
"2758",Cava Ic Fabripor Azul X 3 Lt,2008,"901418981",UND,,"",Articulo,MERCANCIA,"","2758","",Activo,false,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"2763",Yodisal X 400 Gr,1855,"901418981",UND,,"",Articulo,MERCANCIA,"","7707229460099","",Activo,false,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"2771",Protectores Diarios Kotex X 150 Und,1924,"901418981",UND,,"",Articulo,MERCANCIA,"","7702425546868","",Activo,false,"","",1576,563,false,,,3636,NOAPLICA,false,,,,false,
"2773",Lata Rectangular Pequeña X Unid,2050,"901418981",UND,,"",Articulo,MERCANCIA,"","2773","",Activo,false,"","",1584,564,false,,,3639,NOAPLICA,false,,,,false,
"2776",Leche Entera Coolechera X 1.100 Ml,1938,"901418981",UND,,"",Articulo,MERCANCIA,"","7702810004461","",Activo,false,"","",1577,563,false,,,3639,NOAPLICA,false,,,,false,
"2778",Bolsa Para Colar Cafe X Und,2008,"901418981",UND,,"",Articulo,MERCANCIA,"","2778","",Activo,false,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"2794",Alcohol Antiseptico Capri X 1000 Ml,1896,"901418981",UND,,"",Articulo,MERCANCIA,"","7705518011205","",Activo,false,"","",1575,563,false,,,3636,NOAPLICA,false,,,,false,
"2800",Piña En Trozos Express X 4000 Gr,2057,"901418981",UND,,"",Articulo,MERCANCIA,"","7707303510795","",Activo,false,"","",1585,547,false,,,3641,NOAPLICA,false,,,,false,
"2821",Agua Pool X 300 Ml,1938,"901418981",UND,,"",Articulo,MERCANCIA,"","7709237598566","",Activo,false,"","",1577,563,false,,,3639,NOAPLICA,false,,,,false,
