"art_codigo","art_nombre","art_subgrupo","art_empresa","art_medida","art_tarifa","art_descripcion","art_tipoarticulo","art_tipodestino","art_tarifa_consumo","art_referencia","art_econ_codigo","art_estado","art_gravado","art_img_nombre","art_img_ubicacion","gru_id","tip_id","art_tienetarifacondicionada","art_nrouvt_tarifacondicion","art_tarifacondicionada","econ_id","tir_codigo","art_dia_sin_iva","artdpto_id","art_peso","art_tarifa_consumo_esp","art_tarcons_mayorvlriva","art_flete"
"257",Mezcla Torta De Chocolate Corona X 450Gr,2057,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702007056723","",Activo,true,"","",1585,547,false,,,3641,NOAPLICA,false,,,,false,
"258",Mezcla Pancakes Corona X 320 Gr,2057,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702007056754","",Activo,true,"","",1585,547,false,,,3641,NOAPLICA,false,,,,false,
"260",Bianchi Chocolate Negro X 500 Gr,1938,"901418981",g,IVA19,"",Articulo,MERCANCIA,"","7702993031056","",Activo,true,"","",1577,563,false,,,3641,NOAPLICA,false,,,,false,
"261",Piña En Trocitos Coni X 1000 Gr,2057,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7705124130888","",Activo,true,"","",1585,547,false,,,3641,NOAPLICA,false,,,,false,
"265",Galleta Noel Sultana X 220 Gr,1980,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702025104741","",Activo,true,"","",1580,565,false,,,3641,NOAPLICA,false,,,,false,
"269",Baticrema Para Tortas Y Postres X 50 Gr,2071,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702354310004","",Activo,true,"","",1586,547,false,,,3641,NOAPLICA,false,,,,false,
"270",Gelatina Frutiño Limon X 40 Gr,2071,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702354030209","",Activo,true,"","",1586,547,false,,,3641,NOAPLICA,false,,,,false,
"274",Cocoa Superior Corona X 100 Gr,2071,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702007031560","",Activo,true,"","",1586,547,false,,,3641,NOAPLICA,false,,,,false,
"275",Cocoa Superior Corona X 230 Gr,2071,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702007031553","",Activo,true,"","",1586,547,false,,,3641,NOAPLICA,false,,,,false,
"277",Esencia Vainilla Respin X 90 Ml,2071,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702167135047","",Activo,true,"","",1586,547,false,,,3639,NOAPLICA,false,,,,false,
"278",Gelatina Sin Sabor Colorisa X 500 Gr,2071,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7707175887162","",Activo,true,"","",1586,547,false,,,3641,NOAPLICA,false,,,,false,
"279",Salsa Pina Pompeya Bolsa X 1000 Gr,2120,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702439000486","",Activo,true,"","",1578,566,false,,,3639,NOAPLICA,false,,,,false,
"280",Salsa Tomate Pompeya Bolsa X 1000 Gr,2120,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702439000271","",Activo,true,"","",1578,566,false,,,3639,NOAPLICA,false,,,,false,
"281",Salsa Mostaza Pompeya Bolsa X 1000 Gr,2120,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702439000288","",Activo,true,"","",1578,566,false,,,3639,NOAPLICA,false,,,,false,
"282",Salsa Bbq Pompeya Sobre X 1000 Gr,2120,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702439000660","",Activo,true,"","",1578,566,false,,,3639,NOAPLICA,false,,,,false,
"283",Salsa Mayomustar Pompeya Sobre X 1000 Gr,2120,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702439007270","",Activo,true,"","",1578,566,false,,,3639,NOAPLICA,false,,,,false,
"285",Comino Del Fogon X 50 Sobres,1855,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702354003869","",Activo,true,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"286",Color Del Fogon X 50 Sobres,1855,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702354003838","",Activo,true,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"287",Color El Rey X 55 Gr,1855,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702175111248","",Activo,true,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"288",Pimienta El Rey X 60 Gr,1855,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702175108101","",Activo,true,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"289",Don Sabor X 50 Und,1855,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7709995000950","",Activo,true,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"290",Triguisar X 20 Gr,1855,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7703121000012","",Activo,true,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"292",Caldy Gallina Sobre X 8 Gr,1855,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7707359310479","",Activo,true,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"293",Chocolisto X 20 Gr,1938,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702007018981","",Activo,true,"","",1577,563,false,,,3639,NOAPLICA,false,,,,false,
"294",Maggi Desmenuzado X 30 Sobres,1855,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702024935308","",Activo,true,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"295",Ricostilla Desmenuzado X 24 Und,1855,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702354939205","",Activo,true,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"296",Insta Cream Sobre X 4 Gr,1938,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","296","",Activo,true,"","",1577,563,false,,,3639,NOAPLICA,false,,,,false,
"298",Tomillo Puro El Rey X 20 Gr,1855,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702175108439","",Activo,true,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"299",Guascas El Rey X 5 Gr,1855,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702175157109","",Activo,true,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"300",Laurel Puro El Rey X 37 Gr,1855,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702175108408","",Activo,true,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"301",Comino  El Rey X 55 Gr,1855,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702175111224","",Activo,true,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"302",Bicarbonato De Sodio X 25 Kg,1938,"901418981",g,IVA19,"",Articulo,MERCANCIA,"","302","",Activo,true,"","",1577,563,false,,,3639,NOAPLICA,false,,,,false,
"303",Comino El Aguila X Sobre,1855,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","303","",Activo,true,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"304",Tortillas Bimbo Tamano M  X 6 Unid X 240,1855,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","304","",Activo,true,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"305",Fecula Ingredion X 12 Kg,2057,"901418981",g,IVA19,"",Articulo,MERCANCIA,"","305","",Activo,true,"","",1585,547,false,,,3641,NOAPLICA,false,,,,false,
"306",Tabaco Picasso Paq X 25 Unid,1966,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","306","",Activo,true,"","",1582,563,false,,,3639,NOAPLICA,false,,,,false,
"308",Winny Panales Etapa 2 M Paq X 30 Unid,1924,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7701021115805","",Activo,true,"","",1576,563,false,,,3636,NOAPLICA,false,,,,false,
"309",Winny Panales Etapa 3 G  X Unid,1924,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","309","",Activo,true,"","",1576,563,false,,,3636,NOAPLICA,false,,,,false,
"310",Winny Panales Etapa 4 Xg X Unid,1924,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7701021114136","",Activo,true,"","",1576,563,false,,,3636,NOAPLICA,false,,,,false,
"311",Winny Pants Panales Etapa 5 Xxg X Unid,1924,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","311","",Activo,true,"","",1576,563,false,,,3636,NOAPLICA,false,,,,false,
"313",Huggies Panales Etapa 2  X Unid,1924,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","313","",Activo,true,"","",1576,563,false,,,3636,NOAPLICA,false,,,,false,
"316",Ego Gel For Men X 110 Ml,1924,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702006298940","",Activo,true,"","",1576,563,false,,,3636,NOAPLICA,false,,,,false,
"319",Listerine Cool Mint X 500Ml,1924,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702035432339","",Activo,true,"","",1576,563,false,,,3636,NOAPLICA,false,,,,false,
"320",Blanqueador Multiusos Yes Frasco X3800Cc,1896,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702560036705","",Activo,true,"","",1575,563,false,,,3635,NOAPLICA,false,,,,false,
"321",Kit De Esponjas Multiusos,1896,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","321","",Activo,true,"","",1575,563,false,,,3635,NOAPLICA,false,,,,false,
"322",Esponja Para Lavar Loza X Unid,1896,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","322","",Activo,true,"","",1575,563,false,,,3635,NOAPLICA,false,,,,false,
"328",Mega Chorizo Dan  X 920 Gr X 2 Paq 460Gr,2120,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7700537000834","",Activo,true,"","",1578,566,false,,,3639,NOAPLICA,false,,,,false,
"329",Mortadela Dan 14 X 225 Gr,2120,"901418981",UND,IVA5,"",Articulo,MERCANCIA,"","770537041301","",Activo,true,"","",1578,566,false,,,3639,NOAPLICA,false,,,,false,
"331",Chorizo Con Ternera Fricar 15 X 1000 Gr,2120,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7700098003015","",Activo,true,"","",1578,566,false,,,3639,NOAPLICA,false,,,,false,
"332",Mortadela  Fricar X 450 Gr,2120,"901418981",UND,IVA5,"",Articulo,MERCANCIA,"","7700098000221","",Activo,true,"","",1578,566,false,,,3639,NOAPLICA,false,,,,false,
"333",Carne De Hamburguesa Fricar X 500 Gr,2120,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7700098004098","",Activo,true,"","",1578,566,false,,,3639,NOAPLICA,false,,,,false,
"334",Amarillo Huevo Carol x 25Gr,2071,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7707175882235","",Activo,true,"","",1586,547,false,,,3639,NOAPLICA,false,,,,false,
"335",AmarilloHuevo Carol x 500Gr,2071,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7707175881610","",Activo,true,"","",1586,547,false,,,3639,NOAPLICA,false,,,,false,
"336",Rojo Escarlata Colorisa X 500 Gr,2071,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7707175881627","",Activo,true,"","",1586,547,false,,,3639,NOAPLICA,false,,,,false,
"337",Amarillo Huevo Deliaroma X 500 Gr,2071,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7708350073981","",Activo,true,"","",1586,547,false,,,3639,NOAPLICA,false,,,,false,
"338",Speed Stick Gel Cool Night X 85 Gr,1924,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7509546029139","",Activo,true,"","",1576,563,false,,,3636,NOAPLICA,false,,,,false,
"339",Galletas Doricas X 5 Tacos X 24 Paq,1980,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7707028700297","",Activo,true,"","",1580,565,false,,,3641,NOAPLICA,false,,,,false,
"342",Hit Naranja Pina X 500 Ml,1938,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702090029871","",Activo,true,"","",1577,563,false,,,3639,NOAPLICA,false,,,,false,
"343",Gatorade X 500 Ml,1938,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702192422051","",Activo,true,"","",1577,563,false,,,3639,NOAPLICA,false,,,,false,
"344",Glacial Uva  X 1.7 Litros,1938,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7701999000189","",Activo,true,"","",1577,563,false,,,3639,NOAPLICA,false,,,,false,
"345",Glacial Soda X 400 Ml,1938,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7701999000578","",Activo,true,"","",1577,563,false,,,3639,NOAPLICA,false,,,,false,
"346",Pony Malta X 330 Cm3,1938,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702004013484","",Activo,true,"","",1577,563,false,,,3639,NOAPLICA,false,,,,false,
"347",Pony Malta X 1 Litro,1938,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702004013842","",Activo,true,"","",1577,563,false,,,3639,NOAPLICA,false,,,,false,
"348",Coca - Cola X 1.5 Litros,1938,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702535024423","",Activo,true,"","",1577,563,false,,,3639,NOAPLICA,false,,,,false,
"349",Coca - Cola  X 3 Litros,1938,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702535024447","",Activo,true,"","",1577,563,false,,,3639,NOAPLICA,false,,,,false,
"350",Kola Roman X 1.75 Litros,1938,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702609009752","",Activo,true,"","",1577,563,false,,,3639,NOAPLICA,false,,,,false,
"351",Kola Roman X 400 Ml,1938,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702609006508","",Activo,true,"","",1577,563,false,,,3639,NOAPLICA,false,,,,false,
"352",Vino Sanson X 750 Ml,2057,"901418981",UND,IVA5,"",Articulo,MERCANCIA,"","7703588003304","",Activo,true,"","",1585,547,false,,,3641,NOAPLICA,false,,,,false,
"353",Aceite De Oliva Selecto X 500 Ml,1855,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7707412816900","",Activo,true,"","",1574,563,false,,,3639,NOAPLICA,false,,,,false,
"354",Colombiana X 1 Litro,1938,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702090036930","",Activo,true,"","",1577,563,false,,,3639,NOAPLICA,false,,,,false,
"357",Nectar California Pera X 215 Ml,1938,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702617021142","",Activo,true,"","",1577,563,false,,,3639,NOAPLICA,false,,,,false,
"358",Nectar California Pera X 900 Ml,1938,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702617021432","",Activo,true,"","",1577,563,false,,,3639,NOAPLICA,false,,,,false,
"359",Speed Max X 330 Ml,1938,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702090040821","",Activo,true,"","",1577,563,false,,,3639,NOAPLICA,false,,,,false,
"360",Coca - Cola X 400 Ml,1938,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702535011089","",Activo,true,"","",1577,563,false,,,3639,NOAPLICA,false,,,,false,
"362",Vasos Platesa Desechables 9 Oz X 25,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","362","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"363",Vasos Caribe Desechables 14 Oz X 25,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7707135311409","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"364",Vasos Super Practico Desechable 7 Oz X50,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7703183382071","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"365",Vasos Desechables Optima 16 Oz X 25,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7703183182169","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"366",Vasos Desechables Optima 12 Oz X 50 Und,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7703183381128","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"367",Vasos Desechables Optima 10 Oz X 50,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7703183381104","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"368",Vasos Desechables Optima  9 Oz X 50,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7703183381098","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"369",Vaso Tintero Domingo Color 2.25 Oz X 50,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702251039978","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"370",Vasos Tami Desechables 7 Oz  X 25,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702458001938","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"371",Vasos Tami Desechables 5.5 Oz  X 50,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","371","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"372","Tapas Para Vasostroforma 14,16 Y 22Ozx25",2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7703183361144","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"373","Tapas Para Vasostroforma 9,10 Y 12 Ozx25",2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7703183362127","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"374",Papel Parafinado Color X 20 Mts,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","374","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"375",Papel Parafinado Blanco X 20 Mts,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","375","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"376",Papel Parafinado Resma Pliego Cuadrosxud,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","376","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"377",Ecopitillos Forrado Del Caribe X Paquete,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","377","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"380",Bolsa De 15 Kg X Paq,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","380","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"381",Bolsa De 10 Kg X Paq,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","381","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"382",Bolsa De 5 Kg X Paq,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","382","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"383",Bolsa De 3 Kg X Paq,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","383","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"384",Bolsa De 2 Kg X Paq,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","384","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"385",Bolsa King-Kong X Paq,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","385","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"386",Bolsa Extra Jumbo X Paq,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","386","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"387",Bolsa Para Hielo Jumbo X Paq,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","387","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"388",Bolsa Para Hielo Normal X Paq,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","388","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"389",Bolsa Para Boli Pequeno X Paq,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","389","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"390",Bolsa Para Boli Grande X Paq 2X9,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","390","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"392",Tapa Para Copa Souffle 0.5 Y 1 Oz X100Ud,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","645667158758","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"393",Copas Souffle 0.5 Oz X 100 Und,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","645667227799","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"394",Copas Souffle 2.5 Oz X 100 Und,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","645667227867","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"395",Tapa Copa Souffle 1.5 - 2 - 2.5Oz X100Ud,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","645667158802","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"400",Rastrillo Agricola Grande X Unid,1896,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","400","",Activo,true,"","",1575,563,false,,,3635,NOAPLICA,false,,,,false,
"402",Cucharas Medidoras Set 5 Und,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","402","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"403",Bolsa Transparente Plast 10 X 16,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","403","",Activo,true,"","",1579,564,false,,,3639,NOAPLICA,false,,,,false,
"404",Bolsa Transparente Plast 10 X 14,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","404","",Activo,true,"","",1579,564,false,,,3639,NOAPLICA,false,,,,false,
"405",Bolsa Transparenteplast 9 X 14,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","405","",Activo,true,"","",1579,564,false,,,3639,NOAPLICA,false,,,,false,
"406",Bolsa Transparente Plast 8 X 14,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","406","",Activo,true,"","",1579,564,false,,,3639,NOAPLICA,false,,,,false,
"407",Bolsa Transparente Plast 8 X 12,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","407","",Activo,true,"","",1579,564,false,,,3639,NOAPLICA,false,,,,false,
"408",Bolsa Transparente Plast 8 X 18,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","408","",Activo,true,"","",1579,564,false,,,3639,NOAPLICA,false,,,,false,
"409",Bolsa Transparente Plast 7 X 10,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","409","",Activo,true,"","",1579,564,false,,,3639,NOAPLICA,false,,,,false,
"410",Bolsa Transparente Plast 6 X 9,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","410","",Activo,true,"","",1579,564,false,,,3639,NOAPLICA,false,,,,false,
"411",Bolsa Transparente Plast 5 X 9,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","411","",Activo,true,"","",1579,564,false,,,3639,NOAPLICA,false,,,,false,
"412",Bolsa Para Pan Tajado,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","412","",Activo,true,"","",1579,564,false,,,3639,NOAPLICA,false,,,,false,
"413",Bolsa Transparente Plast 7 X 14,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","413","",Activo,true,"","",1579,564,false,,,3639,NOAPLICA,false,,,,false,
"414",Bolsa Blanca 7 X 10 X Paq,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","414","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"415",Bolsa Pp 8 X 14,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","415","",Activo,true,"","",1579,564,false,,,3639,NOAPLICA,false,,,,false,
"416",Bolsa Pp 12 X 18,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","416","",Activo,true,"","",1579,564,false,,,3639,NOAPLICA,false,,,,false,
"417",Bolsa Pp 4 X 8,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","417","",Activo,true,"","",1579,564,false,,,3639,NOAPLICA,false,,,,false,
"418",Palillos Para Dientes El Sol X Unid,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7707015506093","",Activo,true,"","",1579,564,false,,,3637,NOAPLICA,false,,,,false,
"419",Palillos Extralargos El Sol X Unid,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7707015506475","",Activo,true,"","",1579,564,false,,,3637,NOAPLICA,false,,,,false,
"420",Paleta Para Helado X 100,1987,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","420","",Activo,true,"","",1581,565,false,,,3637,NOAPLICA,false,,,,false,
"421",Pajita Mezclador X Paq,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7709990868562","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"422",Pinchuzo Festival 4Mm Diam 30 Cm X 100,1855,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7703252006709","",Activo,true,"","",1574,563,false,,,3637,NOAPLICA,false,,,,false,
"423",Harina De Maiz Blanco Pan X 500 Gr,2057,"901418981",UND,IVA5,"",Articulo,MERCANCIA,"","7702084127330","",Activo,true,"","",1585,547,false,,,3639,NOAPLICA,false,,,,false,
"424",Detergente En Polvo Suelto X Gr,1896,"901418981",g,IVA19,"",Articulo,MERCANCIA,"","424","",Activo,true,"","",1575,563,false,,,3635,NOAPLICA,false,,,,false,
"425",Molde Para Ponque X 12 Unid 35 X26.5X3Cm,2050,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","425","",Activo,true,"","",1584,564,false,,,3639,NOAPLICA,false,,,,false,
"426",Molde De Galletas Flor Press 6 Unid,2050,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","801288768121","",Activo,true,"","",1584,564,false,,,3637,NOAPLICA,false,,,,false,
"428",Manga Para Decorar Press Con 6 Boquillas,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","801288768077","",Activo,true,"","",1579,564,false,,,3641,NOAPLICA,false,,,,false,
"429",Molde Desmontable Con Gancho 23 X 6.8 Cm,2050,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","801288771145","",Activo,true,"","",1584,564,false,,,3637,NOAPLICA,false,,,,false,
"431",Molde Redondo Con Tapa Plastica Alumina,2050,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","7702110001764","",Activo,true,"","",1584,564,false,,,3637,NOAPLICA,false,,,,false,
"433",Cucharas De Helados Plastico Press,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","801288768015","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"434",Cucharas De Helado Mecanica Press,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","434","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"435",Cortador De Fondant Cuadrado,2071,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","435","",Activo,true,"","",1586,547,false,,,3641,NOAPLICA,false,,,,false,
"437",Tenedor Press,2008,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","801288763058","",Activo,true,"","",1579,564,false,,,3638,NOAPLICA,false,,,,false,
"438",Espatula Set 3 Piezas Press,2001,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","801288768022","",Activo,true,"","",1587,568,false,,,3637,NOAPLICA,false,,,,false,
"441",Molde Para Panzerotte,2050,"901418981",UND,IVA19,"",Articulo,MERCANCIA,"","441","",Activo,true,"","",1584,564,false,,,3637,NOAPLICA,false,,,,false,
